"status","meta_product_id","name","slug","rating","review_count","genre","source_image_url","blocking_issues","warnings"
"ready","24312369968435461","Court of Awe - EA Available Now","court-of-awe-ea-available-now","4.8","4555","플랫폼 게임","https://scontent-ssn1-1.oculuscdn.com/v/t64.5771-25/499620940_3059831547539915_8818932512661008861_n.webp?stp=dst-webp_s720x720&_nc_cat=104&ccb=1-7&_nc_sid=6e7a0a&_nc_ohc=DQZBKmt7YgMQ7kNvwFHtZhZ&_nc_oc=AdpnHPoA5uCh5RgyZx0dqzD7EI9z3zBf8TaQkj2VK4QnOEgImUE7arxFxvrTgrlf2kY&_nc_zt=3&_nc_ht=scontent-ssn1-1.oculuscdn.com&_nc_ss=7d289&oh=00_AQKuQZsHu53G_jcvHb1Lw4k6bgBs7UE5Eeh5BAWqLo9Kxg&oe=6A98F4BA","",""
"ready","1218791921314709","I Am Chameleon","i-am-chameleon","4.7","4246","플랫폼 게임","https://scontent-ssn1-1.oculuscdn.com/v/t64.5771-25/499313390_2263508234395322_4181380961678944031_n.webp?stp=dst-webp_s720x720&_nc_cat=109&ccb=1-7&_nc_sid=6e7a0a&_nc_ohc=C_ZABVcSyDcQ7kNvwFjar0o&_nc_oc=AdpdiY6Jm2Un-z7V1T4wfVjSV5tqm1qco1jiQVaSiIMfqMB8AC7fje03j4P5i2JyL0M&_nc_zt=3&_nc_ht=scontent-ssn1-1.oculuscdn.com&_nc_ss=7d289&oh=00_AQLZQJD8BuBIUf2KRPFT9gZnbgC5QxW2CeEFdYC5Hwh5lA&oe=6A992063","",""
"ready","25967502812884505","Blud Slop","blud-slop","4.9","4183","플랫폼 게임","https://scontent-ssn1-1.oculuscdn.com/v/t64.5771-25/499307931_1330206209182297_5237546618968556670_n.webp?stp=dst-webp_s720x720&_nc_cat=100&ccb=1-7&_nc_sid=6e7a0a&_nc_ohc=syCEdd1c6BAQ7kNvwGlFU0k&_nc_oc=AdpX5HkVs-WVLroIwgcJM4-AUHq7V0VSYCdE2uMa7B94mYLQUy7z_dMlc9y5lkXWNj0&_nc_zt=3&_nc_ht=scontent-ssn1-1.oculuscdn.com&_nc_ss=7d289&oh=00_AQITBp8d6HHyIPGGB3_KwgbWzKv8xCagg-Y1XEcBFQH0kw&oe=6A98F2FB","",""
"ready","25500837289602257","Tower of Monkey","tower-of-monkey","4.5","4134","플랫폼 게임","https://scontent-ssn1-1.oculuscdn.com/v/t64.5771-25/491820387_1588418055924957_8089041615104658519_n.webp?stp=dst-webp_s720x720&_nc_cat=111&ccb=1-7&_nc_sid=6e7a0a&_nc_ohc=laWG0VNNr6IQ7kNvwHR00nn&_nc_oc=AdoEt0QBgcf-1UY4gata8WRxMJuratP8cQIJf_hqtcmCpjYnNu5ZIILQGMd1e9AzfWk&_nc_zt=3&_nc_ht=scontent-ssn1-1.oculuscdn.com&_nc_ss=7d289&oh=00_AQJ96dRGYo-avjvIg7JHXPtDp7hM8bquH9Lmq0Jur55BqA&oe=6A98EFD5","",""
"ready","8476561809049952","Moke Horror","moke-horror","4.9","3946","플랫폼 게임","https://scontent-ssn1-1.oculuscdn.com/v/t64.5771-25/499307309_1210435811283830_4520325968201284901_n.webp?stp=dst-webp_s720x720&_nc_cat=103&ccb=1-7&_nc_sid=6e7a0a&_nc_ohc=ML4L9fLReQkQ7kNvwGU9Bto&_nc_oc=AdqXzmQLPndFDzoocAjtqjTLrbMaEKqB0ZXJCpiD7s6hX82w8bes7oIRjHcqfh2y6mM&_nc_zt=3&_nc_ht=scontent-ssn1-1.oculuscdn.com&_nc_ss=7d289&oh=00_AQKZgH_WKxC9Avg4EnUipx-2cgfHyHPBOTy1buXlmVl2BQ&oe=6A9926B8","",""
"ready","23971701229124193","Gorilla Game","gorilla-game","4.9","3904","플랫폼 게임","https://scontent-ssn1-1.oculuscdn.com/v/t64.5771-25/499308046_2061831317746731_4737131457014929958_n.webp?stp=dst-webp_s720x720&_nc_cat=101&ccb=1-7&_nc_sid=6e7a0a&_nc_ohc=0zIPpuQiW6wQ7kNvwHO7Fpn&_nc_oc=AdphEh16z3CXi1XuP94YV2JGCeEqBdUCHatMwZROZlx11_cnAdMFNlVrs4PiqXLI5ts&_nc_zt=3&_nc_ht=scontent-ssn1-1.oculuscdn.com&_nc_ss=7d289&oh=00_AQKih9sbT5GbcmB7VLEhXzxT-43kLBuu8qmpj2U0OSHhjg&oe=6A98F94C","",""
"ready","25106457802334660","Guardian of Realms","guardian-of-realms","4.6","3812","격투","https://scontent-ssn1-1.oculuscdn.com/v/t64.5771-25/473391863_2851010251774121_4062883134380787692_n.webp?stp=dst-webp_s720x720&_nc_cat=107&ccb=1-7&_nc_sid=6e7a0a&_nc_ohc=IJAcGlHmD6sQ7kNvwFgpKox&_nc_oc=Ado2te-snJJw_Hwq-SlgoE9NHZxktU9j4cIvceoORj9SPMjmWfW2Vua5mEQ09enb81g&_nc_zt=3&_nc_ht=scontent-ssn1-1.oculuscdn.com&_nc_ss=7d289&oh=00_AQJp-T4mygd_ekFTx9atAPTnxTg_hSjooyNeYN1L7J61tQ&oe=6A990C4D","",""
"ready","4640272592706957","Wadality","wadality","4.8","3708","슈팅 게임","https://scontent-ssn1-1.oculuscdn.com/v/t64.5771-25/75221326_506644874531682_3668502976574040437_n.webp?stp=dst-webp_s720x720&_nc_cat=101&ccb=1-7&_nc_sid=6e7a0a&_nc_ohc=UynHnQiIRhwQ7kNvwGb212h&_nc_oc=AdpusPKY4ESJa9bxk1Jl2mGHqBuHEk-e1Or0TJlgzY3OF3EeIyQqUunNFifeWyzatnQ&_nc_zt=3&_nc_ht=scontent-ssn1-1.oculuscdn.com&_nc_ss=7d289&oh=00_AQJmLdVP7mHgS2XhuQh1SDx8dmipUff22kJeh9plFRg-JA&oe=6A98F94C","",""
"ready","3070239359662935","Hyper Dash","hyper-dash","4.5","3689","슈팅 게임","https://scontent-ssn1-1.oculuscdn.com/v/t64.5771-25/491823259_1271599028258803_3188931008399526271_n.webp?stp=dst-webp_s720x720&_nc_cat=104&ccb=1-7&_nc_sid=6e7a0a&_nc_ohc=jGtTGvNZASAQ7kNvwEfYcV4&_nc_oc=Adr8qW_r63u_58a0BhT7DjZ7WdpymtWA0jXqkfO7GHw6b-lDYAZhKAaOqvs8al_G91Y&_nc_zt=3&_nc_ht=scontent-ssn1-1.oculuscdn.com&_nc_ss=7d289&oh=00_AQJAN4eczmZiapL2_yiBfNot-JLjy_jnKB9kPM4ykIeLgQ&oe=6A9924ED","",""
"ready","9247339018720745","OverLoad","overload","4.7","3621","슈팅 게임","https://scontent-ssn1-1.oculuscdn.com/v/t64.5771-25/499302651_791813197250518_1873808837700200818_n.webp?stp=dst-webp_s720x720&_nc_cat=101&ccb=1-7&_nc_sid=6e7a0a&_nc_ohc=5EBt7bDasNkQ7kNvwGbmgC7&_nc_oc=Adq9r5AYTqNQQmlxWi-1ZYjtUw6o2CxBnYEYnSxRmpzJNuA-p2_sre0ayO07cc1lGzY&_nc_zt=3&_nc_ht=scontent-ssn1-1.oculuscdn.com&_nc_ss=7d289&oh=00_AQKr76t342vrE-sXHZif1BxlXXyL2jVNhK7titVDd1EvKA&oe=6A99211A","",""
"ready","26535121336160120","iGore Lab Assistant","igore-lab-assistant","4.8","3605","샌드박스","https://scontent-ssn1-1.oculuscdn.com/v/t64.5771-25/499620444_1493745142483693_4991068193711215210_n.webp?stp=dst-webp_s720x720&_nc_cat=106&ccb=1-7&_nc_sid=6e7a0a&_nc_ohc=KTwDbV8CLqcQ7kNvwGRPRNi&_nc_oc=Adpguaf8UHx47uxEz98cc-uSH7cCFh4Y7ksDodMVY0YrF1A1m3NjHS8DwgCtLDJgzmI&_nc_zt=3&_nc_ht=scontent-ssn1-1.oculuscdn.com&_nc_ss=7d289&oh=00_AQKouPHlXx-Bz0iuwNoB9OdYJs2JkxiQ6zb7virx34gdVQ&oe=6A990920","",""
"ready","4518172508241377","X8","x8","4.7","3529","슈팅 게임","https://scontent-ssn1-1.oculuscdn.com/v/t64.5771-25/473393941_1603286350330792_6993991799404493144_n.webp?stp=dst-webp_s720x720&_nc_cat=105&ccb=1-7&_nc_sid=6e7a0a&_nc_ohc=UXE2G-P3_PsQ7kNvwFSN8xW&_nc_oc=Adr9xBydKOFyWeFE0Q7ufiPYyPL3MB7POQNFTTh0d5CXbZSyJFyDzVpIM9xcznw0gS4&_nc_zt=3&_nc_ht=scontent-ssn1-1.oculuscdn.com&_nc_ss=7d289&oh=00_AQLhtlErEpagtTsvrzP22LmIaEsYt22bNMZWRlrk8HA3cw&oe=6A9916D1","",""
"ready","8390456747663346","Cube Runners","cube-runners","3.9","3484","플랫폼 게임","https://scontent-ssn1-1.oculuscdn.com/v/t64.5771-25/38974876_1927814844383762_3118873329999578939_n.webp?stp=dst-webp_s720x720&_nc_cat=109&ccb=1-7&_nc_sid=6e7a0a&_nc_ohc=r1cfetv-RwkQ7kNvwEHmxMT&_nc_oc=AdpmJaIrF3l_oCasVQvATxaDpnBL20EC2yvGNtfJ-D1bNy8x9HZX8a8HpAvLj1jrMF4&_nc_zt=3&_nc_ht=scontent-ssn1-1.oculuscdn.com&_nc_ss=7d289&oh=00_AQKg70lh2Hw0q6N3nul8Lzrrfkz4RBkAjzKa2JtiFlC0mA&oe=6A98FE91","",""
"ready","2082595615120854","Bait!","bait","4","3447","소셜","https://scontent-ssn1-1.oculuscdn.com/v/t64.5771-25/491819982_1259957635496854_1164326794711101077_n.webp?stp=dst-webp_s720x720&_nc_cat=1&ccb=1-7&_nc_sid=6e7a0a&_nc_ohc=247uJt2QPsgQ7kNvwHNyTnM&_nc_oc=Adp7WCghdY6W6ddLEJnGvf8nW41GfHIFxiuk1wQGt2b_fdqGakbzYDPhuVso7WgaFDw&_nc_zt=3&_nc_ht=scontent-ssn1-1.oculuscdn.com&_nc_ss=7d289&oh=00_AQKqZYOICRmkDr6W1QCtd1DiPTYXUQ34zZanA1ZyiIKPPQ&oe=6A98FC3D","",""
